booking_id,property_id,market_segment,distribution_channel,lead_time_band,deposit_type,actual_is_canceled,predicted_cancellation_risk,risk_band,lost_revenue
SW007945,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,756.0
SW007973,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,876.0
SW007990,P001,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,40.05
SW008095,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,587.12
SW008110,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,1164.0
SW008143,P001,Groups,TA/TO,181+ days,No Deposit,0,0.506,High risk,0.0
SW008162,P001,Groups,Direct,181+ days,No Deposit,0,0.3835,Medium risk,0.0
SW008164,P001,Groups,Direct,181+ days,No Deposit,0,0.3835,Medium risk,0.0
SW008201,P001,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.4203,Medium risk,0.0
SW008233,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,366.99
SW008271,P001,Corporate,Corporate,181+ days,No Deposit,0,0.2399,Low risk,0.0
SW008286,P001,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW008293,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,574.02
SW008301,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,1606.22
SW008327,P001,Corporate,Corporate,181+ days,No Deposit,0,0.2399,Low risk,0.0
SW008331,P001,Groups,Direct,181+ days,Non Refund,1,0.9048,High risk,39.6
SW008358,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3543,Medium risk,777.98
SW008372,P001,Groups,TA/TO,181+ days,No Deposit,1,0.506,High risk,192.0
SW008393,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,500.0
SW008419,P001,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3464,Medium risk,0.0
SW008512,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,835.0
SW008565,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,237.0
SW008610,P001,Groups,Corporate,91-180 days,No Deposit,1,0.3637,Medium risk,275.0
SW008618,P001,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,43.2
SW008640,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,316.0
SW008666,P001,Groups,Corporate,8-30 days,No Deposit,1,0.2955,Medium risk,110.0
SW008676,P001,Groups,Corporate,91-180 days,No Deposit,1,0.3637,Medium risk,165.0
SW008800,P001,Groups,Direct,181+ days,No Deposit,0,0.3835,Medium risk,0.0
SW008805,P001,Groups,Direct,91-180 days,No Deposit,1,0.3357,Medium risk,41.85
SW008813,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.403,Medium risk,868.98
SW008820,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,1019.97
SW008835,P001,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,16.65
SW008852,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,840.0
SW008856,P001,Direct,Direct,91-180 days,No Deposit,1,0.2155,Low risk,652.05
SW008871,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.403,Medium risk,436.03
SW008908,P001,Groups,Corporate,181+ days,No Deposit,0,0.413,Medium risk,0.0
SW008909,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,260.0
SW008951,P001,Offline TA/TO,TA/TO,31-90 days,No Deposit,1,0.3842,Medium risk,195.52
SW008967,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,272.0
SW008969,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,272.0
SW008982,P001,Groups,Corporate,91-180 days,No Deposit,1,0.3637,Medium risk,300.0
SW008993,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,463.0
SW008994,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,443.0
SW009017,P001,Offline TA/TO,TA/TO,8-30 days,No Deposit,1,0.3407,Medium risk,138.0
SW009035,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,270.0
SW009039,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,232.0
SW009047,P001,Offline TA/TO,TA/TO,8-30 days,No Deposit,1,0.3407,Medium risk,40.0
SW009065,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,558.88
SW009072,P001,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.4644,High risk,297.6
SW009100,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,386.75
SW009117,P001,Direct,Direct,8-30 days,No Deposit,0,0.1097,Low risk,0.0
SW009121,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,230.2
SW009151,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,669.97
SW009172,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,268.8
SW009284,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,140.4
SW009288,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,672.0
SW009306,P001,Offline TA/TO,TA/TO,8-30 days,No Deposit,1,0.3407,Medium risk,462.0
SW009308,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,75.6
SW009330,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,189.0
SW009359,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,301.0
SW009360,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,54.0
SW009448,P001,Complementary,Direct,31-90 days,No Deposit,1,0.1883,Low risk,0.0
SW009509,P001,Groups,TA/TO,8-30 days,No Deposit,1,0.3791,Medium risk,252.0
SW009540,P001,Groups,TA/TO,8-30 days,No Deposit,1,0.3791,Medium risk,240.0
SW009546,P001,Groups,TA/TO,8-30 days,No Deposit,1,0.3791,Medium risk,240.0
SW009565,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,174.0
SW009568,P001,Direct,Direct,0-7 days,No Deposit,1,0.1052,Low risk,39.0
SW009573,P001,Direct,Direct,0-7 days,No Deposit,1,0.1052,Low risk,88.0
SW009603,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,336.0
SW009633,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,194.0
SW009635,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,223.2
SW009638,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,279.0
SW009667,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,60.0
SW009682,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,990.99
SW009695,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3543,Medium risk,358.54
SW009707,P001,Direct,Direct,8-30 days,No Deposit,1,0.1677,Low risk,50.4
SW009711,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3058,Medium risk,299.0
SW009721,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,293.01
SW009725,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,1158.0
SW009743,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,270.0
SW009745,P001,Groups,TA/TO,181+ days,No Deposit,1,0.506,High risk,540.0
SW009790,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,223.2
SW009808,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,210.0
SW009809,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,185.0
SW009836,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,264.6
SW009839,P001,Direct,Direct,0-7 days,No Deposit,1,0.1052,Low risk,0.0
SW009863,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,153.9
SW009870,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,372.0
SW009877,P001,Groups,Direct,31-90 days,No Deposit,1,0.3092,Medium risk,165.0
SW009881,P001,Groups,Direct,8-30 days,No Deposit,1,0.2705,Medium risk,165.0
SW009899,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,115.2
SW009962,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,290.0
SW009964,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,504.0
SW010012,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,2318.4
SW010058,P001,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,16.2
SW010078,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,174.0
SW010083,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,186.0
SW010085,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,48.0
SW010102,P001,Online TA,TA/TO,0-7 days,No Deposit,1,0.2396,Low risk,0.0
SW010115,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,144.0
SW010156,P001,Direct,Direct,8-30 days,No Deposit,1,0.1677,Low risk,72.0
SW010206,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.2252,Low risk,210.0
SW010209,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,210.0
SW010216,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2442,Low risk,144.0
SW010238,P001,Corporate,Corporate,31-90 days,No Deposit,1,0.185,Low risk,168.0
SW010280,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,168.0
SW010309,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,144.0
SW010323,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,329.98
SW010329,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,144.0
SW010337,P001,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,10.5
SW010346,P001,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,10.5
SW010351,P001,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,10.5
SW010358,P001,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,10.5
SW010359,P001,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,10.5
SW010364,P001,Groups,TA/TO,181+ days,No Deposit,1,0.506,High risk,1465.0
SW010385,P001,Groups,TA/TO,181+ days,No Deposit,1,0.506,High risk,1465.0
SW010459,P001,Direct,Direct,8-30 days,No Deposit,1,0.1677,Low risk,170.1
SW010495,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2442,Low risk,120.0
SW010501,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,80.0
SW010519,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,700.0
SW010528,P001,Corporate,Direct,8-30 days,No Deposit,1,0.1426,Low risk,48.0
SW010544,P001,Online TA,TA/TO,0-7 days,No Deposit,1,0.1615,Low risk,53.2
SW010562,P001,Groups,TA/TO,91-180 days,No Deposit,1,0.4543,High risk,1116.0
SW010567,P001,Groups,TA/TO,91-180 days,No Deposit,1,0.4543,High risk,1116.0
SW010590,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,264.6
SW010642,P001,Groups,TA/TO,181+ days,No Deposit,1,0.506,High risk,480.0
SW010647,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,85.0
SW010683,P001,Groups,Corporate,91-180 days,Non Refund,1,0.8973,High risk,19.5
SW010694,P001,Groups,Corporate,91-180 days,Non Refund,1,0.8973,High risk,21.9
SW010697,P001,Groups,Corporate,91-180 days,Non Refund,1,0.8973,High risk,12.6
SW010731,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,360.0
SW010736,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2442,Low risk,260.0
SW010746,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,140.0
SW010753,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,48.0
SW010804,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,270.0
SW010829,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,963.97
SW010836,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,138.4
SW010838,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,450.0
SW010958,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,351.0
SW010994,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,210.0
SW011004,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,230.01
SW011043,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,549.99
SW011054,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3058,Medium risk,577.8
SW011102,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,660.03
SW011105,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,200.0
SW011109,P001,Corporate,Corporate,8-30 days,No Deposit,1,0.1583,Low risk,100.0
SW011115,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,389.25
SW011129,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,247.38
SW011136,P001,Groups,Corporate,181+ days,No Deposit,1,0.413,Medium risk,623.0
SW011139,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,363.79
SW011165,P001,Groups,TA/TO,181+ days,No Deposit,1,0.506,High risk,180.0
SW011189,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,854.0
SW011222,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,375.0
SW011227,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,333.0
SW011233,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,575.0
SW011254,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,683.97
SW011301,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,745.2
SW011323,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,588.0
SW011360,P001,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3464,Medium risk,352.8
SW011363,P001,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3464,Medium risk,478.8
SW011369,P001,Direct,Direct,91-180 days,No Deposit,1,0.1438,Low risk,840.0
SW011396,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,300.0
SW011402,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,390.0
SW011443,P001,Groups,TA/TO,91-180 days,No Deposit,1,0.4543,High risk,420.0
SW011507,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3058,Medium risk,700.0
SW011543,P001,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW011552,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,660.0
SW011709,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,870.0
SW011726,P001,Direct,Direct,181+ days,No Deposit,1,0.2526,Medium risk,418.53
SW011747,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,400.0
SW011803,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,875.0
SW011814,P001,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,63.99
SW011836,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,300.0
SW011837,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,300.0
SW011847,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,623.0
SW011852,P001,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.4203,Medium risk,793.8
SW011916,P001,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,75.6
SW011920,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,519.75
SW011954,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,148.5
SW011958,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,624.0
SW011960,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,148.5
SW011971,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,140.0
SW011996,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,535.5
SW012016,P001,Direct,Direct,0-7 days,No Deposit,1,0.1052,Low risk,892.5
SW012022,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,270.0
SW012027,P001,Direct,Direct,8-30 days,No Deposit,1,0.1677,Low risk,1115.0
SW012098,P001,Offline TA/TO,TA/TO,91-180 days,No Deposit,1,0.4133,Medium risk,226.8
SW012120,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,532.52
SW012157,P001,Corporate,Corporate,8-30 days,No Deposit,1,0.2016,Low risk,75.0
SW012194,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,560.7
SW012197,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,1106.0
SW012199,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,655.2
SW012203,P001,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.4644,High risk,567.0
SW012209,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,424.0
SW012218,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,560.0
SW012220,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,1020.0
SW012225,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,1736.0
SW012235,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,405.0
SW012241,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,660.0
SW012246,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,859.98
SW012250,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,816.75
SW012256,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,515.25
SW012281,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,720.0
SW012364,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,1057.98
SW012388,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,710.4
SW012464,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,280.14
SW012476,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,766.8
SW012482,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,1109.5
SW012500,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,540.0
SW012503,P001,Offline TA/TO,TA/TO,91-180 days,No Deposit,1,0.4133,Medium risk,280.8
SW012528,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3058,Medium risk,1445.99
SW012625,P001,Offline TA/TO,TA/TO,91-180 days,No Deposit,1,0.4133,Medium risk,1836.0
SW012657,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,1092.0
SW012673,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,606.0
SW012677,P001,Direct,Direct,8-30 days,No Deposit,1,0.1097,Low risk,1375.0
SW012690,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,552.0
SW012705,P001,Online TA,TA/TO,0-7 days,No Deposit,1,0.1586,Low risk,105.0
SW012736,P001,Direct,Direct,181+ days,No Deposit,1,0.1712,Low risk,1859.0
SW012740,P001,Direct,Direct,31-90 days,No Deposit,1,0.1294,Low risk,428.0
SW012796,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,1091.28
SW012804,P001,Offline TA/TO,TA/TO,91-180 days,No Deposit,1,0.4133,Medium risk,1513.75
SW012834,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,2419.2
SW012900,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,1484.0
SW012904,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,1344.0
SW012925,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,1960.0
SW012979,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,820.0
SW012988,P001,Direct,Direct,31-90 days,No Deposit,1,0.127,Low risk,1540.0
SW013000,P001,Direct,Direct,181+ days,No Deposit,1,0.2526,Medium risk,577.8
SW013007,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,1554.0
SW013023,P001,Direct,Direct,8-30 days,No Deposit,1,0.1677,Low risk,559.0
SW013052,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,1320.0
SW013070,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,1713.4
SW013105,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3058,Medium risk,1320.0
SW013134,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,1018.08
SW013155,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,1880.0
SW013169,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,549.99
SW013174,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,922.5
SW013177,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,1209.6
SW013179,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3058,Medium risk,1840.0
SW013225,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,1250.0
SW013239,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,2541.0
SW013257,P001,Offline TA/TO,TA/TO,91-180 days,No Deposit,1,0.4133,Medium risk,466.0
SW013337,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3058,Medium risk,1750.0
SW013357,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,469.8
SW013397,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,968.66
SW013400,P001,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3071,Medium risk,1173.0
SW013424,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,1252.02
SW013426,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,1680.0
SW013435,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,209.0
SW013447,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,1715.0
SW013448,P001,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,1568.0
SW013474,P001,Direct,Direct,0-7 days,No Deposit,1,0.1052,Low risk,200.0
SW013475,P001,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW013488,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.403,Medium risk,615.0
SW013527,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,1288.0
SW013539,P001,Direct,Direct,181+ days,No Deposit,1,0.1682,Low risk,363.6
SW013567,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,557.25
SW013578,P001,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,1218.28
SW013580,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,2809.95
SW013588,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,480.0
SW013625,P001,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,1221.78
SW013704,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,2871.96
SW013711,P001,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,557.25
SW013834,P001,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW013849,P001,Direct,Direct,91-180 days,No Deposit,0,0.1411,Low risk,0.0
SW013876,P001,Corporate,Corporate,8-30 days,No Deposit,1,0.2016,Low risk,84.0
SW013887,P001,Direct,Direct,0-7 days,No Deposit,0,0.067,Low risk,0.0
SW013918,P001,Corporate,Direct,8-30 days,No Deposit,0,0.1825,Low risk,0.0
SW013948,P001,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW013966,P001,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW013971,P001,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW013980,P001,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW014022,P001,Corporate,Corporate,0-7 days,No Deposit,0,0.081,Low risk,0.0
SW014027,P001,Corporate,Corporate,0-7 days,No Deposit,0,0.2767,Medium risk,0.0
SW014030,P001,Corporate,Corporate,0-7 days,No Deposit,0,0.2767,Medium risk,0.0
SW014065,P001,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW014090,P001,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW014151,P001,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW014169,P001,Corporate,Corporate,8-30 days,No Deposit,0,0.2016,Low risk,0.0
SW014185,P001,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
